approve_for_seed,entity_type,external_id,name,category_slug,address,latitude,longitude,quality_score,signal_count,signals,image_count,source_url
False,restaurant,osm-node-729406559,Ca Phe Van Anh,ca-phe-tra-sua,Da Nang,16.0712642,108.1928766,84,0,,3,https://www.openstreetmap.org/node/729406559
False,restaurant,osm-node-729406480,Ca Phe Vuon Noi,ca-phe-tra-sua,Da Nang,16.0478859,108.1814933,84,0,,3,https://www.openstreetmap.org/node/729406480
False,restaurant,osm-node-729406626,Cafe 50,ca-phe-tra-sua,Da Nang,16.0641453,108.2214904,84,0,,3,https://www.openstreetmap.org/node/729406626
False,restaurant,osm-node-729406637,Cafe Anh,ca-phe-tra-sua,Da Nang,16.0178588,108.2068294,84,0,,3,https://www.openstreetmap.org/node/729406637
False,restaurant,osm-node-729406565,Cafe Anh Linh,ca-phe-tra-sua,Da Nang,16.0687243,108.2015572,84,0,,3,https://www.openstreetmap.org/node/729406565
False,restaurant,osm-node-729406653,Cafe Den Bin,ca-phe-tra-sua,Da Nang,16.0733879,108.2200581,84,0,,3,https://www.openstreetmap.org/node/729406653
False,restaurant,osm-node-729406393,Cafe Dong Xanh,ca-phe-tra-sua,Da Nang,16.0640577,108.2208466,84,0,,3,https://www.openstreetmap.org/node/729406393
False,restaurant,osm-node-729406496,Cafe Giai Khat 310,ca-phe-tra-sua,Da Nang,16.0665269,108.2069313,84,0,,3,https://www.openstreetmap.org/node/729406496
False,restaurant,osm-node-729406465,Cafe Giai Khat 417,ca-phe-tra-sua,Da Nang,16.0693105,108.2051503,84,0,,3,https://www.openstreetmap.org/node/729406465
False,restaurant,osm-node-729406592,Cafe Giai Khat Loc Vung,ca-phe-tra-sua,Da Nang,16.0710734,108.1433576,84,0,,3,https://www.openstreetmap.org/node/729406592
False,restaurant,osm-node-729406630,Cafe Golden Fish,ca-phe-tra-sua,Da Nang,16.0707745,108.218733,84,0,,3,https://www.openstreetmap.org/node/729406630
False,restaurant,osm-node-729406613,Cafe Hai Quynh,ca-phe-tra-sua,Da Nang,16.0534176,108.2176226,84,0,,3,https://www.openstreetmap.org/node/729406613
False,restaurant,osm-node-729406611,Cafe Kieu Diem,ca-phe-tra-sua,Da Nang,16.0705631,108.1479335,84,0,,3,https://www.openstreetmap.org/node/729406611
False,restaurant,osm-node-729406508,Cafe Manila,ca-phe-tra-sua,Da Nang,16.068639,108.1504425,84,0,,3,https://www.openstreetmap.org/node/729406508
False,restaurant,osm-node-729406606,Cafe Mat Trang Xanh,ca-phe-tra-sua,Da Nang,16.0628102,108.1567579,84,0,,3,https://www.openstreetmap.org/node/729406606
False,restaurant,osm-node-729406536,Cafe Matrix,ca-phe-tra-sua,Da Nang,16.0689122,108.1511345,84,0,,3,https://www.openstreetmap.org/node/729406536
False,restaurant,osm-node-729406620,Cafe New Style,ca-phe-tra-sua,Da Nang,16.0161779,108.2022267,84,0,,3,https://www.openstreetmap.org/node/729406620
False,restaurant,osm-node-729406538,Cafe Tay Son,ca-phe-tra-sua,Da Nang,16.068661,108.2087874,84,0,,3,https://www.openstreetmap.org/node/729406538
False,restaurant,osm-node-729406602,Cafe Thanh Thuy,ca-phe-tra-sua,Da Nang,16.0626452,108.1571871,84,0,,3,https://www.openstreetmap.org/node/729406602
False,restaurant,osm-node-729406524,Cafe Thien Thanh,ca-phe-tra-sua,Da Nang,16.1113228,108.1296022,84,0,,3,https://www.openstreetmap.org/node/729406524
False,restaurant,osm-node-729406391,Cafe Truc Phuong,ca-phe-tra-sua,Da Nang,16.0684586,108.1500026,84,0,,3,https://www.openstreetmap.org/node/729406391
False,restaurant,osm-node-729406385,Cafe Win,ca-phe-tra-sua,Da Nang,16.0746726,108.2187015,84,0,,3,https://www.openstreetmap.org/node/729406385
False,restaurant,osm-node-729406485,Cafe Yen Nhi,ca-phe-tra-sua,Da Nang,16.0209679,108.2120651,84,0,,3,https://www.openstreetmap.org/node/729406485
False,restaurant,osm-node-729406439,Cafe153,ca-phe-tra-sua,Da Nang,16.0905214,108.2428407,84,0,,3,https://www.openstreetmap.org/node/729406439
False,hotel,osm-node-10600854557,The Memory - Danang,khach-san-homestay,Da Nang,16.0669994,108.2430093,91,1,website,3,https://www.openstreetmap.org/node/10600854557
False,hotel,osm-node-4728565395,Gon Go,khach-san-homestay,Da Nang,15.9747831,108.1380052,90,1,opening_hours,3,https://www.openstreetmap.org/node/4728565395
False,hotel,osm-node-4347925793,Truong Son Tung 5,khach-san-homestay,Da Nang,16.0586832,108.2460005,90,1,opening_hours,3,https://www.openstreetmap.org/node/4347925793
False,hotel,osm-node-4299663593,1812 Boutique hostel,khach-san-homestay,Da Nang,16.0694815,108.2424446,86,0,,3,https://www.openstreetmap.org/node/4299663593
False,hotel,osm-node-12167891418,An House,khach-san-homestay,Da Nang,16.0619012,108.2452014,86,0,,3,https://www.openstreetmap.org/node/12167891418
False,hotel,osm-node-6332534548,Angel Hotels,khach-san-homestay,Da Nang,16.0486026,108.2481857,86,0,,3,https://www.openstreetmap.org/node/6332534548
False,hotel,osm-node-12167891417,Arrive Apartment,khach-san-homestay,Da Nang,16.0621868,108.2454565,86,0,,3,https://www.openstreetmap.org/node/12167891417
False,hotel,osm-node-12164803912,Baan Taley Da Nang,khach-san-homestay,Da Nang,16.0509565,108.2466457,86,0,,3,https://www.openstreetmap.org/node/12164803912
False,hotel,osm-node-4755840322,Bookaholic,khach-san-homestay,Da Nang,16.0861573,108.2185184,86,0,,3,https://www.openstreetmap.org/node/4755840322
False,hotel,osm-node-12167716643,Calix,khach-san-homestay,Da Nang,16.0617296,108.2373536,86,0,,3,https://www.openstreetmap.org/node/12167716643
False,hotel,osm-node-12168408897,Calla Lily,khach-san-homestay,Da Nang,16.0490512,108.2467206,86,0,,3,https://www.openstreetmap.org/node/12168408897
False,hotel,osm-node-4582707890,CaPhe Giai Khat 78,ca-phe-tra-sua,Da Nang,16.0593521,108.2084405,86,0,,3,https://www.openstreetmap.org/node/4582707890
False,hotel,osm-node-6643623494,D&C Hotel,khach-san-homestay,Da Nang,16.0661345,108.2310854,86,0,,3,https://www.openstreetmap.org/node/6643623494
False,hotel,osm-node-11896424870,Da nang beach hotel,khach-san-homestay,Da Nang,16.0529309,108.244791,86,0,,3,https://www.openstreetmap.org/node/11896424870
False,hotel,osm-node-4396866289,Da Nang Petro Hotel,khach-san-homestay,Da Nang,16.0752564,108.2226322,86,0,,3,https://www.openstreetmap.org/node/4396866289
False,hotel,osm-node-7095281754,Dai A,khach-san-homestay,Da Nang,16.065957,108.2226034,86,0,,3,https://www.openstreetmap.org/node/7095281754
False,hotel,osm-node-2987457465,Danang Riverside,khach-san-homestay,Da Nang,16.0624934,108.2304346,86,0,,3,https://www.openstreetmap.org/node/2987457465
False,hotel,osm-node-5295016121,Dang Ha Hotel,khach-san-homestay,Da Nang,16.0744739,108.2416778,86,0,,3,https://www.openstreetmap.org/node/5295016121
False,hotel,osm-node-12167609734,Do Hai,khach-san-homestay,Da Nang,16.0601454,108.2139664,86,0,,3,https://www.openstreetmap.org/node/12167609734
False,hotel,osm-node-11934076219,Dr. Dan Hotel & Apartment,khach-san-homestay,Da Nang,16.1055133,108.2594805,86,0,,3,https://www.openstreetmap.org/node/11934076219
False,hotel,osm-node-11896430969,Dream house homestay,khach-san-homestay,Da Nang,16.0498482,108.2450698,86,0,,3,https://www.openstreetmap.org/node/11896430969
False,hotel,osm-node-6976178456,Dreams Hotel,khach-san-homestay,Da Nang,16.0420845,108.248275,86,0,,3,https://www.openstreetmap.org/node/6976178456
False,hotel,osm-node-12168408886,Ecogreen Boutique,khach-san-homestay,Da Nang,16.0495831,108.2467755,86,0,,3,https://www.openstreetmap.org/node/12168408886
False,hotel,osm-node-6332534540,Elena,khach-san-homestay,Da Nang,16.0488744,108.2483821,86,0,,3,https://www.openstreetmap.org/node/6332534540
False,hotel,osm-node-7105401510,Evelyn Hotel,khach-san-homestay,Da Nang,16.0687296,108.2240722,86,0,,3,https://www.openstreetmap.org/node/7105401510
False,hotel,osm-node-7079687848,FC Hotel & Coffee,khach-san-homestay,Da Nang,16.0697171,108.2241967,86,0,,3,https://www.openstreetmap.org/node/7079687848
False,hotel,osm-node-3893467765,Funtastic Beach Hostel,khach-san-homestay,Da Nang,16.0683414,108.2438326,86,0,,3,https://www.openstreetmap.org/node/3893467765
False,hotel,osm-node-3159486161,Funtastic Danang Hostel,khach-san-homestay,Da Nang,16.071774,108.214645,86,0,,3,https://www.openstreetmap.org/node/3159486161
False,hotel,osm-node-11938896470,Fusion Resort & Villas,khach-san-homestay,Da Nang,15.9724202,108.2822877,86,0,,3,https://www.openstreetmap.org/node/11938896470
False,hotel,osm-node-12167716640,Gemma,khach-san-homestay,Da Nang,16.0615288,108.2364112,86,0,,3,https://www.openstreetmap.org/node/12167716640
False,hotel,osm-node-7608069985,Gia Bao Homestay,khach-san-homestay,Da Nang,16.0393074,108.2476055,86,0,,3,https://www.openstreetmap.org/node/7608069985
False,hotel,osm-node-12167891403,Golden Sun,khach-san-homestay,Da Nang,16.0627565,108.242083,86,0,,3,https://www.openstreetmap.org/node/12167891403
False,hotel,osm-node-3673190359,Ha Bong Hotel,khach-san-homestay,Da Nang,16.068082,108.2437616,86,0,,3,https://www.openstreetmap.org/node/3673190359
False,hotel,osm-node-4862929421,Hachi Hostel,khach-san-homestay,Da Nang,16.0720991,108.2184383,86,0,,3,https://www.openstreetmap.org/node/4862929421
False,hotel,osm-node-11878409048,Haka Boutique Hotel,khach-san-homestay,Da Nang,16.0789591,108.2446667,86,0,,3,https://www.openstreetmap.org/node/11878409048
False,hotel,osm-node-12167716639,Hiyori Garden Tower,khach-san-homestay,Da Nang,16.0613917,108.2353554,86,0,,3,https://www.openstreetmap.org/node/12167716639
False,hotel,osm-node-5729312621,hoang kim khach san,khach-san-homestay,Da Nang,16.1308058,108.119611,86,0,,3,https://www.openstreetmap.org/node/5729312621
False,hotel,osm-node-2987533633,Hoang Linh,khach-san-homestay,Da Nang,16.0672663,108.2241581,86,0,,3,https://www.openstreetmap.org/node/2987533633
False,hotel,osm-node-4967908922,Home,khach-san-homestay,Da Nang,15.9798181,108.249729,86,0,,3,https://www.openstreetmap.org/node/4967908922
